scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state,graph_size,scalability_episodes,scalability_seeds
ambiguous_local_context,7,3,801,800,14216,0.044369538077403244,35.495630461922595,0.05104633537181478,True,2.1761875,3.0,801,1.0,6,0.0075,9.598963100657688e-07,6,262,606,800,374,4761,2520,4588,1973,1,16,14,759,2,8,1,438,391,463,406,800,12,"7,11,13"
noisy_untrusted_external,7,3,801,800,14103,0.04401685393258427,35.21348314606742,0.05179734080409217,True,2.1806979166666665,3.0,801,1.0,6,0.0075,3.163981780344339e-07,6,262,606,800,417,4718,2515,4458,1995,1,16,14,759,2,8,1,438,405,451,408,800,12,"7,11,13"
nominal,7,4,801,800,14268,0.04453183520599251,35.62546816479401,0.0520899236416219,True,2.184375,3.0,801,1.0,5,0.00625,4.000637599528677e-07,5,261,605,800,388,4762,2488,4650,1980,1,16,14,759,2,8,1,450,414,440,401,800,12,"7,11,13"
degraded_ego,7,4,801,800,14236,0.04443196004993758,35.54556803995006,0.052370194687310634,True,2.188125,3.0,801,1.0,5,0.00625,1.0599292476028641e-07,5,261,605,800,409,4760,2485,4555,2027,1,16,14,759,2,8,1,428,410,417,410,800,12,"7,11,13"
ambiguous_local_context,7,4,801,800,14180,0.04425717852684145,35.40574282147316,0.05046505257574491,True,2.1901041666666665,3.0,801,1.0,7,0.00875,1.8739868519281226e-06,7,263,607,800,389,4743,2579,4475,1994,1,16,14,759,2,8,1,433,427,446,424,800,12,"7,11,13"
noisy_untrusted_external,7,4,801,800,14163,0.04420411985018727,35.36329588014981,0.05212926136203427,True,2.191520833333333,3.0,801,1.0,6,0.0075,9.739337908691975e-07,6,262,606,800,402,4730,2589,4485,1957,1,16,14,759,2,8,1,438,406,430,440,800,12,"7,11,13"
nominal,7,5,801,800,14256,0.04449438202247191,35.59550561797753,0.05314076638598813,True,2.193208333333333,3.0,801,1.0,5,0.00625,1.0599292476028641e-07,5,261,605,800,381,4773,2582,4456,2064,1,16,14,759,2,8,1,448,440,432,436,800,12,"7,11,13"
degraded_ego,7,5,801,800,14168,0.04421972534332085,35.37578027465668,0.05030431187908063,True,2.1958854166666666,3.0,801,1.0,8,0.01,2.6212959530794303e-06,8,264,608,800,367,4812,2592,4453,1944,1,16,14,759,2,8,1,451,422,467,409,800,12,"7,11,13"
ambiguous_local_context,7,5,801,800,14087,0.0439669163545568,35.173533083645445,0.05071441064280533,True,2.1974583333333335,3.0,801,1.0,7,0.00875,1.217557711786609e-06,7,263,607,800,350,4736,2619,4310,2072,1,16,14,759,2,8,1,452,429,410,426,800,12,"7,11,13"
noisy_untrusted_external,7,5,801,800,14188,0.04428214731585518,35.425717852684144,0.05179739045400128,True,2.194,3.0,801,1.0,6,0.0075,9.0772798174522e-07,6,262,606,800,431,4744,2688,4389,1936,1,16,14,759,2,8,1,456,407,456,423,800,12,"7,11,13"
nominal,7,6,801,800,14201,0.0443227215980025,35.458177278402,0.05207351291531564,True,2.1792083333333334,3.0,801,1.0,5,0.00625,3.366828634784163e-07,5,261,605,800,382,4788,2585,4507,1939,1,16,14,759,2,8,1,437,410,445,425,800,12,"7,11,13"
degraded_ego,7,6,801,800,14297,0.044622347066167294,35.69787765293383,0.05214788143336829,True,2.185625,3.0,801,1.0,5,0.00625,1.7154118086204246e-07,5,261,605,800,371,4844,2464,4578,2040,1,16,14,759,2,8,1,447,425,440,422,800,12,"7,11,13"
ambiguous_local_context,7,6,801,800,14332,0.04473158551810237,35.7852684144819,0.05272521841723334,True,2.1839166666666667,3.0,801,1.0,6,0.0075,4.778860740049971e-07,6,262,606,800,424,4750,2587,4523,2048,1,16,14,759,2,8,1,426,416,446,424,800,12,"7,11,13"
noisy_untrusted_external,7,6,801,800,14180,0.04425717852684145,35.40574282147316,0.051291958049907695,True,2.1772916666666666,3.0,801,1.0,8,0.01,2.5505594036422233e-06,8,264,608,800,335,4804,2533,4570,1938,1,16,14,759,2,8,1,436,432,449,422,800,12,"7,11,13"
nominal,7,7,801,800,14231,0.044416354556804,35.5330836454432,0.051203915327590395,True,2.180552083333333,3.0,801,1.0,7,0.00875,6.739757994161751e-07,7,263,607,800,403,4791,2537,4474,2026,1,16,14,759,2,8,1,457,416,416,417,800,12,"7,11,13"
degraded_ego,7,7,801,800,14188,0.04428214731585518,35.425717852684144,0.050947886234834025,True,2.1890625,3.0,801,1.0,6,0.0075,1.109744291112349e-06,6,262,606,800,384,4721,2633,4507,1943,1,16,14,759,2,8,1,430,404,435,441,800,12,"7,11,13"
ambiguous_local_context,7,7,801,800,14182,0.04426342072409488,35.410736579275905,0.051381090127895566,True,2.1888125,3.0,801,1.0,6,0.0075,6.639300672395926e-07,6,262,606,800,423,4803,2636,4409,1911,1,16,14,759,2,8,1,420,443,454,435,800,12,"7,11,13"
noisy_untrusted_external,7,7,801,800,14102,0.044013732833957556,35.21098626716604,0.051971109884435956,True,2.19434375,3.0,801,1.0,5,0.00625,3.859247638456357e-07,5,261,605,800,398,4718,2510,4494,1982,1,16,14,759,2,8,1,461,415,434,425,800,12,"7,11,13"
nominal,7,8,801,800,14186,0.04427590511860175,35.4207240948814,0.05143981457342762,True,2.18396875,3.0,801,1.0,6,0.0075,5.32009473078902e-07,6,262,606,800,418,4789,2560,4490,1929,1,16,14,759,2,8,1,435,423,436,409,800,12,"7,11,13"
degraded_ego,7,8,801,800,14224,0.04439450686641698,35.515605493133585,0.05264040768742442,True,2.173958333333333,3.0,801,1.0,5,0.00625,9.053562323274462e-08,5,261,605,800,369,4798,2568,4541,1948,1,16,14,759,2,8,1,425,409,445,419,800,12,"7,11,13"
ambiguous_local_context,7,8,801,800,14167,0.04421660424469413,35.37328339575531,0.0507117964307982,True,2.1968958333333335,3.0,801,1.0,6,0.0075,5.580560244328332e-07,6,262,606,800,393,4660,2651,4414,2049,1,16,14,759,2,8,1,458,407,419,403,800,12,"7,11,13"
noisy_untrusted_external,7,8,801,800,14154,0.04417602996254682,35.340823970037455,0.05179198396351521,True,2.1931770833333335,3.0,801,1.0,5,0.00625,3.823915722060462e-07,5,261,605,800,395,4809,2483,4503,1964,1,16,14,759,2,8,1,439,419,460,418,800,12,"7,11,13"
nominal,7,9,801,800,14106,0.04402621722846442,35.22097378277154,0.051677826290265405,True,2.193677083333333,3.0,801,1.0,6,0.0075,5.419392308743376e-07,6,262,606,800,365,4676,2623,4521,1921,1,16,14,759,2,8,1,456,416,459,441,800,12,"7,11,13"
degraded_ego,7,9,801,800,14198,0.044313358302122345,35.45068664169788,0.05097398219561039,True,2.1867604166666665,3.0,801,1.0,8,0.01,1.5056781377960522e-06,8,264,608,800,408,4898,2517,4412,1963,1,16,14,759,2,8,1,439,397,437,401,800,12,"7,11,13"
ambiguous_local_context,7,9,801,800,14251,0.04447877652933833,35.58302122347066,0.05053113545002353,True,2.1776458333333335,3.0,801,1.0,8,0.01,3.493504707665918e-06,8,264,608,800,386,4873,2513,4440,2039,1,16,14,759,2,8,1,421,427,431,420,800,12,"7,11,13"
noisy_untrusted_external,7,9,801,800,14212,0.04435705368289638,35.48564294631711,0.05285954079508056,True,2.1915104166666666,3.0,801,1.0,5,0.00625,2.620656447673826e-07,5,261,605,800,397,4826,2567,4448,1974,1,16,14,759,2,8,1,433,429,431,433,800,12,"7,11,13"
nominal,7,10,801,800,14314,0.04467540574282147,35.74032459425718,0.05186373635081136,True,2.16346875,3.0,801,1.0,6,0.0075,3.6626441701248334e-07,6,262,606,800,372,4897,2581,4493,1971,1,16,14,759,2,8,1,448,411,440,436,800,12,"7,11,13"
degraded_ego,7,10,801,800,14309,0.04465980024968789,35.72784019975031,0.05161303702949148,True,2.1605833333333333,3.0,801,1.0,7,0.00875,1.0593922374145528e-06,7,263,607,800,452,4906,2512,4430,2009,1,16,14,759,2,8,1,448,418,451,440,800,12,"7,11,13"
ambiguous_local_context,7,10,801,800,14251,0.04447877652933833,35.58302122347066,0.05177436962174322,True,2.1723854166666667,3.0,801,1.0,6,0.0075,2.367854761471783e-07,6,262,606,800,376,4831,2660,4400,1984,1,16,14,759,2,8,1,478,415,446,429,800,12,"7,11,13"
noisy_untrusted_external,7,10,801,800,14287,0.044591136079900125,35.6729088639201,0.05223535091323419,True,2.160177083333333,3.0,801,1.0,5,0.00625,2.543890727042282e-07,5,261,605,800,399,4792,2552,4587,1957,1,16,14,759,2,8,1,460,428,478,430,800,12,"7,11,13"
nominal,7,11,801,800,14173,0.04423533083645443,35.38826466916355,0.05128656582877798,True,2.178125,3.0,801,1.0,5,0.00625,2.547748946746814e-07,5,261,605,800,371,4842,2537,4471,1952,1,16,14,759,2,8,1,466,401,439,443,800,12,"7,11,13"
degraded_ego,7,11,801,800,14140,0.044132334581772785,35.305867665418226,0.050416478529718256,True,2.1829895833333333,3.0,801,1.0,8,0.01,3.6661963949484567e-06,8,264,608,800,418,4781,2591,4454,1896,1,16,14,759,2,8,1,438,433,459,430,800,12,"7,11,13"
ambiguous_local_context,7,11,801,800,14262,0.04451310861423221,35.61048689138577,0.0526462027381189,True,2.185875,3.0,801,1.0,6,0.0075,2.9599605799766716e-07,6,262,606,800,401,4846,2622,4441,1952,1,16,14,759,2,8,1,446,425,452,437,800,12,"7,11,13"
noisy_untrusted_external,7,11,801,800,14214,0.04436329588014981,35.49063670411985,0.052111630399611725,True,2.178541666666667,3.0,801,1.0,5,0.00625,0.0,5,261,605,800,434,4732,2570,4405,2073,1,16,14,759,2,8,1,465,423,439,414,800,12,"7,11,13"
nominal,11,0,801,800,14240,0.044444444444444446,35.55555555555556,0.052048146260510054,True,2.193625,3.0,801,1.0,7,0.00875,2.8153972424678666e-05,7,263,607,800,398,4888,2566,4390,1998,1,16,14,759,2,8,1,438,397,459,441,800,12,"7,11,13"
degraded_ego,11,0,801,800,14195,0.0443039950062422,35.44319600499376,0.052082397881041645,True,2.1961041666666667,3.0,801,1.0,8,0.01,0.00011004076440687964,8,264,608,800,391,4834,2498,4573,1899,1,16,14,759,2,8,1,433,394,461,421,800,12,"7,11,13"
ambiguous_local_context,11,0,801,800,14255,0.04449126092384519,35.593008739076154,0.05221286471490128,True,2.17559375,3.0,801,1.0,7,0.00875,2.5727572590570345e-05,7,263,607,800,389,4830,2600,4490,1946,1,16,14,759,2,8,1,446,426,435,427,800,12,"7,11,13"
noisy_untrusted_external,11,0,801,800,14242,0.04445068664169788,35.5605493133583,0.05089731413545364,True,2.1850729166666665,3.0,801,1.0,8,0.01,7.571741972554483e-05,8,264,608,800,427,4843,2724,4215,2033,1,16,14,759,2,8,1,444,433,450,411,800,12,"7,11,13"
nominal,11,1,801,800,14251,0.04447877652933833,35.58302122347066,0.051422853468472474,True,2.18978125,3.0,801,1.0,7,0.00875,2.2534249203641516e-05,7,263,607,800,419,4810,2567,4432,2023,1,16,14,759,2,8,1,471,441,464,406,800,12,"7,11,13"
degraded_ego,11,1,801,800,14002,0.043701622971285894,34.96129837702871,0.05213177097666638,True,2.2050729166666665,3.0,801,1.0,7,0.00875,2.6078110117863992e-05,7,263,607,800,435,4692,2481,4472,1922,1,16,14,759,2,8,1,442,431,441,423,800,12,"7,11,13"
ambiguous_local_context,11,1,801,800,14255,0.04449126092384519,35.593008739076154,0.05092771765516155,True,2.1860833333333334,3.0,801,1.0,7,0.00875,2.5540631835396096e-05,7,263,607,800,407,4737,2611,4481,2019,1,16,14,759,2,8,1,446,414,436,425,800,12,"7,11,13"
noisy_untrusted_external,11,1,801,800,14198,0.044313358302122345,35.45068664169788,0.05159864421865287,True,2.19384375,3.0,801,1.0,8,0.01,6.783224728011751e-05,8,264,608,800,385,4683,2549,4479,2102,1,16,14,759,2,8,1,454,408,441,430,800,12,"7,11,13"
nominal,11,2,801,800,14221,0.04438514357053683,35.508114856429465,0.050483516816812346,True,2.1730520833333333,3.0,801,1.0,8,0.01,8.47895832478726e-05,8,264,608,800,384,4807,2588,4512,1930,1,16,14,759,2,8,1,446,428,432,454,800,12,"7,11,13"
degraded_ego,11,2,801,800,14057,0.0438732833957553,35.098626716604244,0.0502098909429245,True,2.1889479166666668,3.0,801,1.0,8,0.01,7.233671043540604e-05,8,264,608,800,388,4712,2542,4357,2058,1,16,14,759,2,8,1,409,429,423,416,800,12,"7,11,13"
ambiguous_local_context,11,2,801,800,14217,0.04437265917602996,35.49812734082397,0.05121178216313915,True,2.1798229166666667,3.0,801,1.0,7,0.00875,2.0250035276143505e-05,7,263,607,800,432,4783,2600,4429,1973,1,16,14,759,2,8,1,463,405,418,402,800,12,"7,11,13"
noisy_untrusted_external,11,2,801,800,14157,0.044185393258426964,35.348314606741575,0.05199789247470759,True,2.183614583333333,3.0,801,1.0,6,0.0075,1.7150010482649444e-05,6,262,606,800,422,4724,2580,4441,1990,1,16,14,759,2,8,1,436,414,428,433,800,12,"7,11,13"
nominal,11,3,801,800,14291,0.04460362047440699,35.682896379525594,0.05310364393267955,True,2.1832708333333333,3.0,801,1.0,5,0.00625,6.090528783368516e-06,5,261,605,800,408,4781,2571,4533,1998,1,16,14,759,2,8,1,464,423,427,401,800,12,"7,11,13"
degraded_ego,11,3,801,800,14231,0.044416354556804,35.5330836454432,0.052505112642264436,True,2.1821770833333334,3.0,801,1.0,5,0.00625,1.5907921825935276e-05,5,261,605,800,417,4729,2502,4555,2028,1,16,14,759,2,8,1,427,409,448,406,800,12,"7,11,13"
ambiguous_local_context,11,3,801,800,14173,0.04423533083645443,35.38826466916355,0.05077871107775436,True,2.19403125,3.0,801,1.0,7,0.00875,2.4652338298575602e-05,7,263,607,800,406,4799,2632,4348,1988,1,16,14,759,2,8,1,447,434,444,417,800,12,"7,11,13"
noisy_untrusted_external,11,3,801,800,14133,0.04411048689138577,35.28838951310861,0.05195522845163847,True,2.19925,3.0,801,1.0,5,0.00625,9.414536454915876e-06,5,261,605,800,423,4705,2468,4482,2055,1,16,14,759,2,8,1,446,414,445,413,800,12,"7,11,13"
nominal,11,4,801,800,14150,0.04416354556803995,35.33083645443196,0.050652111641234246,True,2.1902083333333335,3.0,801,1.0,6,0.0075,1.8290075959922806e-05,6,262,606,800,400,4783,2509,4471,1987,1,16,14,759,2,8,1,458,453,436,417,800,12,"7,11,13"
degraded_ego,11,4,801,800,14219,0.044378901373283396,35.503121098626714,0.05165189790320255,True,2.1844166666666665,3.0,801,1.0,5,0.00625,1.1442919515300024e-05,5,261,605,800,395,4780,2497,4501,2046,1,16,14,759,2,8,1,458,416,443,414,800,12,"7,11,13"
ambiguous_local_context,11,4,801,800,14223,0.04439138576779026,35.51310861423221,0.05180864457676598,True,2.183010416666667,3.0,801,1.0,7,0.00875,3.2963804797594374e-05,7,263,607,800,412,4857,2511,4469,1974,1,16,14,759,2,8,1,444,420,414,408,800,12,"7,11,13"
noisy_untrusted_external,11,4,801,800,14178,0.044250936329588014,35.40074906367041,0.05009675155860632,True,2.19028125,3.0,801,1.0,7,0.00875,1.7167861249754633e-05,7,263,607,800,382,4802,2551,4494,1949,1,16,14,759,2,8,1,423,434,453,432,800,12,"7,11,13"
nominal,11,5,801,800,14216,0.044369538077403244,35.495630461922595,0.05074518810024988,True,2.18321875,3.0,801,1.0,7,0.00875,3.9340494054381464e-05,7,263,607,800,427,4818,2518,4498,1955,1,16,14,759,2,8,1,442,410,412,421,800,12,"7,11,13"
degraded_ego,11,5,801,800,14221,0.04438514357053683,35.508114856429465,0.05195998490953793,True,2.186729166666667,3.0,801,1.0,8,0.01,8.07104954088258e-05,8,264,608,800,396,4836,2567,4412,2010,1,16,14,759,2,8,1,457,439,430,436,800,12,"7,11,13"
ambiguous_local_context,11,5,801,800,14389,0.04490948813982522,35.927590511860174,0.052670065131414895,True,2.1828541666666665,3.0,801,1.0,5,0.00625,8.187357782310162e-06,5,261,605,800,422,4728,2571,4529,2139,1,16,14,759,2,8,1,439,407,459,443,800,12,"7,11,13"
noisy_untrusted_external,11,5,801,800,14265,0.04452247191011236,35.61797752808989,0.05180690442232796,True,2.192645833333333,3.0,801,1.0,6,0.0075,1.7146775504634835e-05,6,262,606,800,375,4797,2615,4428,2050,1,16,14,759,2,8,1,440,437,452,435,800,12,"7,11,13"
nominal,11,6,801,800,14210,0.044350811485642946,35.480649188514356,0.053046884179526584,True,2.16534375,3.0,801,1.0,5,0.00625,6.2232379243802635e-06,5,261,605,800,399,4792,2572,4497,1950,1,16,14,759,2,8,1,452,424,419,432,800,12,"7,11,13"
degraded_ego,11,6,801,800,14217,0.04437265917602996,35.49812734082397,0.052678683212865215,True,2.16084375,3.0,801,1.0,5,0.00625,7.204224353981202e-06,5,261,605,800,440,4758,2550,4486,1983,1,16,14,759,2,8,1,432,425,446,406,800,12,"7,11,13"
ambiguous_local_context,11,6,801,800,14223,0.04439138576779026,35.51310861423221,0.05107948211773876,True,2.1681666666666666,3.0,801,1.0,8,0.01,8.693304181004397e-05,8,264,608,800,395,4908,2503,4432,1985,1,16,14,759,2,8,1,430,407,433,434,800,12,"7,11,13"
noisy_untrusted_external,11,6,801,800,14277,0.044559925093632956,35.647940074906366,0.05158614138978994,True,2.160552083333333,3.0,801,1.0,8,0.01,5.885033765846015e-05,8,264,608,800,427,4795,2552,4484,2019,1,16,14,759,2,8,1,424,416,440,420,800,12,"7,11,13"
nominal,11,7,801,800,14234,0.04442571785268414,35.54057428214732,0.05117096593976566,True,2.1808541666666668,3.0,801,1.0,7,0.00875,2.4883235876143862e-05,7,263,607,800,393,4781,2559,4470,2031,1,16,14,759,2,8,1,483,406,432,448,800,12,"7,11,13"
degraded_ego,11,7,801,800,14098,0.044001248439450684,35.20099875156055,0.051196267859517065,True,2.17853125,3.0,801,1.0,7,0.00875,3.930725089840159e-05,7,263,607,800,362,4693,2580,4456,2007,1,16,14,759,2,8,1,444,423,456,419,800,12,"7,11,13"
ambiguous_local_context,11,7,801,800,14272,0.04454431960049938,35.6354556803995,0.05109934676639203,True,2.1703125,3.0,801,1.0,6,0.0075,1.4949868380956303e-05,6,262,606,800,420,4778,2584,4525,1965,1,16,14,759,2,8,1,452,398,451,423,800,12,"7,11,13"
noisy_untrusted_external,11,7,801,800,14150,0.04416354556803995,35.33083645443196,0.05177572211758701,True,2.1878125,3.0,801,1.0,8,0.01,7.051381624271137e-05,8,264,608,800,413,4711,2624,4383,2019,1,16,14,759,2,8,1,423,406,449,427,800,12,"7,11,13"
nominal,11,8,801,800,14279,0.044566167290886395,35.65293383270912,0.05176611908724058,True,2.16846875,3.0,801,1.0,7,0.00875,4.562933322511345e-05,7,263,607,800,430,4853,2510,4462,2024,1,16,14,759,2,8,1,424,429,414,409,800,12,"7,11,13"
degraded_ego,11,8,801,800,14261,0.04450998751560549,35.60799001248439,0.05119392219563227,True,2.174375,3.0,801,1.0,7,0.00875,2.176185717134069e-05,7,263,607,800,403,4846,2573,4488,1951,1,16,14,759,2,8,1,445,403,432,436,800,12,"7,11,13"
ambiguous_local_context,11,8,801,800,14282,0.04457553058676654,35.660424469413236,0.05139280185385205,True,2.1693333333333333,3.0,801,1.0,6,0.0075,1.839009830075973e-05,6,262,606,800,397,4785,2608,4426,2066,1,16,14,759,2,8,1,418,406,446,427,800,12,"7,11,13"
noisy_untrusted_external,11,8,801,800,14206,0.04433832709113608,35.47066167290886,0.05100259947977042,True,2.1754479166666667,3.0,801,1.0,5,0.00625,6.351997986277678e-06,5,261,605,800,438,4742,2541,4489,1996,1,16,14,759,2,8,1,430,423,435,446,800,12,"7,11,13"
nominal,11,9,801,800,14173,0.04423533083645443,35.38826466916355,0.05351174414105156,True,2.1798125,3.0,801,1.0,5,0.00625,8.928649645763962e-06,5,261,605,800,406,4686,2531,4501,2049,1,16,14,759,2,8,1,435,444,418,432,800,12,"7,11,13"
degraded_ego,11,9,801,800,14160,0.044194756554307116,35.355805243445694,0.05075275133505496,True,2.1755520833333333,3.0,801,1.0,8,0.01,8.69394103808469e-05,8,264,608,800,394,4845,2614,4373,1934,1,16,14,759,2,8,1,428,423,455,408,800,12,"7,11,13"
ambiguous_local_context,11,9,801,800,14173,0.04423533083645443,35.38826466916355,0.050838141195386155,True,2.17840625,3.0,801,1.0,6,0.0075,1.415507370905925e-05,6,262,606,800,417,4756,2548,4397,2055,1,16,14,759,2,8,1,443,428,425,406,800,12,"7,11,13"
noisy_untrusted_external,11,9,801,800,14233,0.04442259675405743,35.53807740324594,0.051462505419680254,True,2.1808229166666666,3.0,801,1.0,5,0.00625,1.1784880499014038e-05,5,261,605,800,366,4832,2508,4468,2059,1,16,14,759,2,8,1,439,432,456,434,800,12,"7,11,13"
nominal,11,10,801,800,14150,0.04416354556803995,35.33083645443196,0.05146293936088549,True,2.1870416666666666,3.0,801,1.0,7,0.00875,2.7805071826814623e-05,7,263,607,800,400,4705,2590,4465,1990,1,16,14,759,2,8,1,433,413,456,407,800,12,"7,11,13"
degraded_ego,11,10,801,800,14316,0.044681647940074905,35.745318352059925,0.051653525795180774,True,2.1696458333333335,3.0,801,1.0,6,0.0075,1.3189945287727699e-05,6,262,606,800,389,4822,2598,4554,1953,1,16,14,759,2,8,1,472,442,457,410,800,12,"7,11,13"
ambiguous_local_context,11,10,801,800,14330,0.04472534332084894,35.780274656679154,0.0530388135369682,True,2.17203125,3.0,801,1.0,5,0.00625,8.599931200550394e-06,5,261,605,800,393,4861,2539,4538,1999,1,16,14,759,2,8,1,438,412,436,419,800,12,"7,11,13"
noisy_untrusted_external,11,10,801,800,14300,0.04463171036204744,35.70536828963795,0.052240783071772774,True,2.1809375,3.0,801,1.0,5,0.00625,6.72833523106891e-06,5,261,605,800,381,4820,2505,4611,1983,1,16,14,759,2,8,1,440,404,455,420,800,12,"7,11,13"
nominal,11,11,801,800,14193,0.04429775280898876,35.438202247191015,0.051330256125599265,True,2.17725,3.0,801,1.0,8,0.01,7.301565967228353e-05,8,264,608,800,420,4729,2554,4495,1995,1,16,14,759,2,8,1,444,388,442,413,800,12,"7,11,13"
degraded_ego,11,11,801,800,14256,0.04449438202247191,35.59550561797753,0.05176041453601892,True,2.1644270833333334,3.0,801,1.0,5,0.00625,5.132005824896498e-06,5,261,605,800,381,4810,2558,4515,1992,1,16,14,759,2,8,1,459,403,446,438,800,12,"7,11,13"
ambiguous_local_context,11,11,801,800,14328,0.044719101123595506,35.7752808988764,0.052228871366077644,True,2.172041666666667,3.0,801,1.0,5,0.00625,9.234087650903313e-06,5,261,605,800,376,4813,2442,4566,2131,1,16,14,759,2,8,1,422,433,441,428,800,12,"7,11,13"
noisy_untrusted_external,11,11,801,800,14081,0.043948189762796505,35.158551810237206,0.050966252382533814,True,2.1754375,3.0,801,1.0,8,0.01,6.78467122311816e-05,8,264,608,800,417,4716,2604,4442,1902,1,16,14,759,2,8,1,455,419,459,410,800,12,"7,11,13"
nominal,13,0,801,800,14165,0.0442103620474407,35.36828963795256,0.05143211087437482,True,2.1826145833333332,3.0,801,1.0,7,0.00875,2.091444228882161e-05,7,263,607,800,393,4832,2507,4456,1977,1,16,14,759,2,8,1,438,425,418,421,800,12,"7,11,13"
degraded_ego,13,0,801,800,14217,0.04437265917602996,35.49812734082397,0.051198443912703145,True,2.1795625,3.0,801,1.0,7,0.00875,1.558733577537988e-05,7,263,607,800,420,4909,2514,4403,1971,1,16,14,759,2,8,1,462,408,441,411,800,12,"7,11,13"
ambiguous_local_context,13,0,801,800,14094,0.04398876404494382,35.19101123595506,0.04975537879885257,True,2.1766354166666666,3.0,801,1.0,7,0.00875,3.355033868104757e-05,7,263,607,800,399,4735,2594,4422,1944,1,16,14,759,2,8,1,445,434,448,421,800,12,"7,11,13"
noisy_untrusted_external,13,0,801,800,14230,0.04441323345817728,35.53058676654182,0.05242388843639825,True,2.18390625,3.0,801,1.0,5,0.00625,6.592933420413082e-06,5,261,605,800,390,4776,2574,4400,2090,1,16,14,759,2,8,1,444,412,426,406,800,12,"7,11,13"
nominal,13,1,801,800,14188,0.04428214731585518,35.425717852684144,0.05202392492552576,True,2.1959375,3.0,801,1.0,8,0.01,3.506527486375146e-05,8,264,608,800,382,4887,2512,4430,1977,1,16,14,759,2,8,1,448,411,445,404,800,12,"7,11,13"
degraded_ego,13,1,801,800,14272,0.04454431960049938,35.6354556803995,0.0506565424762341,True,2.1936875,3.0,801,1.0,7,0.00875,3.6723003643793215e-05,7,263,607,800,401,4874,2591,4445,1961,1,16,14,759,2,8,1,465,441,456,428,800,12,"7,11,13"
ambiguous_local_context,13,1,801,800,14242,0.04445068664169788,35.5605493133583,0.05139482436844529,True,2.1863229166666667,3.0,801,1.0,6,0.0075,1.668558788876653e-05,6,262,606,800,391,4918,2518,4451,1964,1,16,14,759,2,8,1,449,430,418,422,800,12,"7,11,13"
noisy_untrusted_external,13,1,801,800,14174,0.04423845193508115,35.390761548064916,0.05253533120175463,True,2.1926979166666665,3.0,801,1.0,5,0.00625,7.564237499543956e-06,5,261,605,800,413,4795,2525,4475,1966,1,16,14,759,2,8,1,432,410,430,423,800,12,"7,11,13"
nominal,13,2,801,800,14230,0.04441323345817728,35.53058676654182,0.051007395347440164,True,2.18115625,3.0,801,1.0,8,0.01,5.6301901501556993e-05,8,264,608,800,368,4824,2542,4496,2000,1,16,14,759,2,8,1,443,394,439,423,800,12,"7,11,13"
degraded_ego,13,2,801,800,14157,0.044185393258426964,35.348314606741575,0.05173461557035121,True,2.18428125,3.0,801,1.0,7,0.00875,2.4172469121632947e-05,7,263,607,800,403,4761,2549,4436,2008,1,16,14,759,2,8,1,449,420,462,411,800,12,"7,11,13"
ambiguous_local_context,13,2,801,800,14199,0.044316479400749065,35.453183520599254,0.05227106872878296,True,2.1948854166666667,3.0,801,1.0,6,0.0075,1.4072194001574403e-05,6,262,606,800,413,4746,2566,4445,2029,1,16,14,759,2,8,1,454,376,429,403,800,12,"7,11,13"
noisy_untrusted_external,13,2,801,800,14233,0.04442259675405743,35.53807740324594,0.051864794706777705,True,2.189583333333333,3.0,801,1.0,7,0.00875,2.3372575127141304e-05,7,263,607,800,394,4722,2592,4539,1986,1,16,14,759,2,8,1,433,411,431,412,800,12,"7,11,13"
nominal,13,3,801,800,14160,0.044194756554307116,35.355805243445694,0.05176599639071377,True,2.192645833333333,3.0,801,1.0,6,0.0075,1.4493168581422617e-05,6,262,606,800,418,4781,2559,4467,1935,1,16,14,759,2,8,1,454,410,459,434,800,12,"7,11,13"
degraded_ego,13,3,801,800,14246,0.04446317103620474,35.570536828963796,0.051967711901366224,True,2.1965625,3.0,801,1.0,5,0.00625,6.982528993625312e-06,5,261,605,800,389,4749,2579,4485,2044,1,16,14,759,2,8,1,460,434,452,426,800,12,"7,11,13"
ambiguous_local_context,13,3,801,800,14057,0.0438732833957553,35.098626716604244,0.05089322027133937,True,2.1990416666666666,3.0,801,1.0,8,0.01,2.8673392241142505e-05,8,264,608,800,401,4754,2541,4438,1923,1,16,14,759,2,8,1,472,418,430,437,800,12,"7,11,13"
noisy_untrusted_external,13,3,801,800,14237,0.044435081148564294,35.54806491885144,0.05196111334046086,True,2.18675,3.0,801,1.0,8,0.01,5.5555712013429484e-05,8,264,608,800,406,4813,2538,4484,1996,1,16,14,759,2,8,1,440,416,433,414,800,12,"7,11,13"
